inci_name,kor_name,eng_name,cosing_functions,status,cosmetic_restriction,other_restrictions
COENZYME A,코엔자임에이,Coenzyme A,SKIN CONDITIONING,Active,,
COD LIVER OIL,코드리버오일,Cod Liver Oil,FRAGRANCE;SKIN CONDITIONING;SKIN PROTECTING,Active,"Please consider whether entry 419 of Annex II to the Cosmetics Regulation 1223/2009 is applicable. According to entry 419, category 1 material and Category 2 material as defined in Articles 4 and 5 respectively of Regulation (EC) No 1774/2002, and ingredients derived therefrom are prohibited in cosmetics products. Regulation (EC) No 1774/2002 has been repealed and replaced by Regulation No. 1069/2009. For Category 1 and 2 materials in Regulation No. 1069/2009, please see Article 8 and 9, respectively.",
KETOGLUTARIC ACID,케토글루타릭애씨드,Ketoglutaric Acid,DEODORANT,Active,,ban substances that deplete the ozone layer
SYMPHYTUM OFFICINALE ROOT CELL EXTRACT,컴프리잎추출물,Symphytum Officinale Leaf Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CURCUMIN,커큐민,Curcumin,ANTIOXIDANT;COLORANT,Active,IV/114,
CAPSANTHIN/CAPSORUBIN,캡산틴/캡소루빈,Capsanthin/Capsorubin,COLORANT,Active,IV/147,
CAMPHOR BENZALKONIUM METHOSULFATE,캠퍼벤잘코늄메토설페이트,Camphor Benzalkonium Methosulfate,ANTIMICROBIAL;ANTISTATIC;UV ABSORBER;UV FILTER,Active,VI/2,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
CAMPHANEDIOL,캠판다이올,Camphanediol,SKIN CONDITIONING,Active,,
CASTORYL MALEATE,캐스토릴말리에이트,Castoryl Maleate,SKIN CONDITIONING,Active,,
ANTHEMIS NOBILIS FLOWER WATER,캐모마일꽃추출물,Anthemis Nobilis Flower Extract,FRAGRANCE;SKIN CONDITIONING,Active,,
ANTHEMIS NOBILIS FLOWER/LEAF/STEM OIL,캐모마일꽃오일,Anthemis Nobilis Flower Oil,FRAGRANCE;SKIN CONDITIONING,Active,,
CERATONIA SILIQUA SEED EXTRACT,캐롭열매추출물,Ceratonia Siliqua (Carob) Fruit Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
KAEMPFEROL,캠페롤,Kaempferol,ANTIOXIDANT;SKIN CONDITIONING - EMOLLIENT,Active,,
CALCIUM HYDROXIDE,칼슘하이드록사이드,Calcium Hydroxide,BUFFERING,Active,III/15c,
CALCIUM PCA,칼슘피씨에이,Calcium PCA,HUMECTANT;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CALCIUM PROPIONATE,칼슘프로피오네이트,Calcium Propionate,PRESERVATIVE,Active,V/2,
CALCIUM PEROXIDE,칼슘퍼옥사이드,Calcium Peroxide,OXIDISING,Active,III/12,
CALCIUM CHLORIDE,칼슘클로라이드,Calcium Chloride,ASTRINGENT;VISCOSITY CONTROLLING,Active,,
CI 77220,칼슘카보네이트,Calcium Carbonate,COLORANT,Active,IV/124,
CALCIUM OXIDE,칼슘옥사이드,Calcium Oxide,BUFFERING,Active,,ban substances that deplete the ozone layer
CALCIUM ALGINATE,칼슘알지네이트,Calcium Alginate,FRAGRANCE;VISCOSITY CONTROLLING,Active,,
CALCIUM ALUMINUM BOROSILICATE,칼슘알루미늄보로실리케이트,Calcium Aluminum Borosilicate,BULKING,Active,,ban substances that deplete the ozone layer
CALCIUM SILICATE,칼슘실리케이트,Calcium Silicate,ABSORBENT;BULKING;OPACIFYING,Active,,
CALCIUM STEAROYL LACTYLATE,칼슘스테아로일락틸레이트,Calcium Stearoyl Lactylate,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING,Active,,
CALCIUM STEARATE,칼슘스테아레이트,Calcium Stearate,ANTICAKING;COLORANT;EMULSION STABILISING;VISCOSITY CONTROLLING,Active,IV/150,ban substances that deplete the ozone layer
CALCIUM SULFATE HYDRATE,칼슘설페이트하이드레이트,Calcium Sulfate Hydrate,ABRASIVE;ANTICAKING;ASTRINGENT;BINDING;BLEACHING;OPACIFYING;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CALCIUM SACCHARIN,칼슘사카린,Calcium Saccharin,FRAGRANCE;ORAL CARE,Active,,ban substances that deplete the ozone layer
CALCIUM BEHENATE,칼슘베헤네이트,Calcium Behenate,ANTICAKING;OPACIFYING;VISCOSITY CONTROLLING,Active,,
CALCIUM LIGNOSULFONATE,칼슘리그노설포네이트,Calcium Lignosulfonate,SURFACTANT - EMULSIFYING,Active,,ban substances that deplete the ozone layer
CALCIUM GLUCONATE,칼슘글루코네이트,Calcium Gluconate,CHELATING;SKIN CONDITIONING - MISCELLANEOUS,Active,,
CALAMINE,칼라민,Calamine,ABSORBENT;OPACIFYING;SKIN PROTECTING,Active,,
CANDELILLA CERA,칸데릴라왁스,Euphorbia Cerifera (Candelilla) Wax,SKIN CONDITIONING - EMOLLIENT;FILM FORMING,Active,,
CAPRYLYL PYRROLIDONE,카프릴릴피롤리돈,Caprylyl Pyrrolidone,CLEANSING;FOAMING;HAIR CONDITIONING;SURFACTANT - CLEANSING,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
CAPRYLYL TRIMETHICONE,카프릴릴트라이메티콘,Caprylyl Trimethicone,SKIN CONDITIONING,Active,,
CAPRYLYL/CAPRYL GLUCOSIDE,카프릴릴/카프릴글루코사이드,Caprylyl/Capryl Glucoside,CLEANSING;FOAMING;SURFACTANT - CLEANSING,Active,,ban substances that deplete the ozone layer
CAPRYLYL TRISILOXANE,카프릴릴메티콘,Caprylyl Methicone,SKIN CONDITIONING,Active,,
CAPRYLYL GLUCOSIDE,카프릴릴글루코사이드,Caprylyl Glucoside,CLEANSING;SURFACTANT - CLEANSING,Active,,
CAPRYLYL GLYCOL,카프릴릴글라이콜,Caprylyl Glycol,DEODORANT;SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
CAPRYLIC/CAPRIC/MYRISTIC/STEARIC TRIGLYCERIDE,카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드,Caprylic/Capric/Myristic/Stearic Triglyceride,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SKIN PROTECTING,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
CAPRYLIC/CAPRIC GLYCERIDES,카프릴릭/카프릭글리세라이즈,Caprylic/Capric Glycerides,SKIN CONDITIONING - EMOLLIENT,Active,,ban substances that deplete the ozone layer
CAPRYLIC ACID,카프릴릭애씨드,Caprylic Acid,CLEANSING;SURFACTANT - EMULSIFYING;FRAGRANCE;SURFACTANT - CLEANSING;PERFUMING,Active,,
CAPRYLOYL GLYCINE,카프릴로일글라이신,Capryloyl Glycine,ANTI-SEBORRHEIC;ANTIMICROBIAL;ANTI-SEBUM;DEODORANT;HAIR CONDITIONING;SURFACTANT - CLEANSING,Active,,
CAPRIC ACID,카프릭애씨드,Capric Acid,CLEANSING;SURFACTANT - EMULSIFYING;FRAGRANCE;SURFACTANT - CLEANSING;PERFUMING,Active,,ban substances that deplete the ozone layer
CAFFEINE,카페인,Caffeine,SKIN CONDITIONING;PERFUMING;FRAGRANCE,Active,,
CAFFEIC ACID,카페익애씨드,Caffeic Acid,ANTIOXIDANT;FRAGRANCE,Active,,
CUCUMIS SATIVUS SEED EXTRACT,카퍼클로로필,Copper Chlorophyll,SKIN CONDITIONING,Active,,
CAPPARIS SPINOSA BUD EXTRACT,카퍼열매추출물,Capparis Spinosa Fruit Extract,SKIN CONDITIONING,Active,,
COPPER SULFATE,카퍼설페이트,Copper Sulfate,SKIN CONDITIONING,Active,,
COPPER GLUCONATE,카퍼글루코네이트,Copper Gluconate,SKIN CONDITIONING;SKIN PROTECTING,Active,,
THEOBROMA CACAO SEED POWDER,카카오추출물,Theobroma Cacao (Cocoa) Extract,ABRASIVE,Active,,ban substances that deplete the ozone layer
TERMINALIA FERDINANDIANA FRUIT POWDER,카카두플럼추출물,Terminalia Ferdinandiana Fruit Extract,ANTIOXIDANT,Active,,
MELALEUCA LEUCADENDRON CAJUPUTI LEAF EXTRACT,카제푸트오일,Melaleuca Leucadendron Cajaput Oil,PERFUMING,Active,,
HALLOYSITE,카올린,Kaolin,ABSORBENT;ANTI-SEBUM;COLORANT;VISCOSITY CONTROLLING,Active,,
CASEIN,카세인,Casein,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CARBON,카본,Carbon,NOT REPORTED,Active,,
CARBOXYETHYL AMINOBUTYRIC ACID,카복시에틸아미노부티릭애씨드,Carboxyethyl Aminobutyric Acid,SKIN CONDITIONING,Active,,
NYCTANTHES ARBOR-TRISTIS SEED EXTRACT,닉탄테스 아르보르-트리스티스잎추출물,Nyctanthes Arbor-Tristis Leaf Extract,HUMECTANT,Active,,
CARBOXYMETHYL HYDROXYPROPYL GUAR,카복시메틸하이드록시프로필구아,Carboxymethyl Hydroxypropyl Guar,BINDING;EMULSION STABILISING;GEL FORMING;VISCOSITY CONTROLLING,Active,,
CARBOXYMETHYL CHITIN,카복시메틸키틴,Carboxymethyl Chitin,GEL FORMING;HAIR CONDITIONING;SKIN CONDITIONING;VISCOSITY CONTROLLING,Active,,
PIPER METHYSTICUM ROOT EXTRACT,카바카바잎/뿌리/줄기추출물,Piper Methysticum Leaf/Root/Stem Extract,SKIN CONDITIONING,Active,,
CI 75470,카민,Carmine,COLORANT;FRAGRANCE,Active,IV/115,ban substances that deplete the ozone layer
NICOTINAMIDE ADENINE DINUCLEOTIDE,니코틴아마이드아데닌다이뉴클레오타이드,Nicotinamide Adenine Dinucleotide,SKIN CONDITIONING,Active,,
CARNITINE HCL,카르니틴에이치씨엘,Carnitine HCl,HUMECTANT;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CARNITINE,카르니틴,Carnitine,ANTISTATIC;CLEANSING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SKIN CONDITIONING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING,Active,,
CARNOSINE,카르노신,Carnosine,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
CARAMEL,카라멜,Caramel,COLORANT;FRAGRANCE,Active,IV/146,ban substances that deplete the ozone layer
DIANTHUS CARYOPHYLLUS FLOWER WATER,카네이션꽃추출물,Dianthus Caryophyllus Flower Extract,FRAGRANCE;PERFUMING,Active,,
COPERNICIA CERIFERA CERA,카나우바왁스,Copernicia Cerifera (Carnauba) Wax,SKIN CONDITIONING - EMOLLIENT;FILM FORMING;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
GARDENIA FLORIDA FRUIT EXTRACT,치자추출물,Gardenia Florida Fruit Extract,SKIN CONDITIONING,Active,,
GARDENIA FLORIDA OIL,치자나무오일,Gardenia Florida Oil,TONIC,Active,,
THIOCTIC ACID,티옥틱애씨드,Thioctic Acid,ANTIOXIDANT,Active,,ban substances that deplete the ozone layer
THIOLACTIC ACID,티오락틱애씨드,Thiolactic Acid,ANTIOXIDANT;DEPILATORY;HAIR WAVING OR STRAIGHTENING;FRAGRANCE;REDUCING,Active,,ban substances that deplete the ozone layer
THIOGLYCOLIC ACID,치오글라이콜릭애씨드,Thioglycolic Acid,ANTIOXIDANT;DEPILATORY;HAIR WAVING OR STRAIGHTENING;REDUCING,Active,III/2a,ban substances that deplete the ozone layer
TARAKTOGENOS KURZII SEED OIL,대풍수씨오일,Taraktogenos Kurzii Seed Oil,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
ARTEMISIA ANNUA EXTRACT,개똥쑥추출물,Artemisia Annua Extract,FRAGRANCE,Active,,
PIGMENT BLUE 15,청색404호,Phthalocyanine Blue,HAIR DYEING,Active,II/1367,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
CI 69825,청색204호,Carbanthrene Blue,COLORANT,Active,IV/96,ban substances that deplete the ozone layer
CI 73000,청색201호,Indigo,COLORANT,Active,IV/98,
CI 73015,청색2호,Indigo Carmine,COLORANT,Active,IV/99,
PELVETIA CANALICULATA EXTRACT,채널드랙추출물,Pelvetia Canaliculata Extract,SKIN PROTECTING,Active,,
ACORUS CALAMUS CALLUS CULTURE EXTRACT,창포뿌리추출물,Acorus Calamus Root Extract,ANTIOXIDANT;HAIR CONDITIONING;SKIN PROTECTING,Active,,ban substances that deplete the ozone layer
HYDROLYZED CORALLINA OFFICINALIS EXTRACT,참산호말추출물,Corallina Officinalis Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LARREA DIVARICATA EXTRACT,채퍼랠추출물,Larrea Divaricata Extract,ANTIOXIDANT;FRAGRANCE,Active,,
ZINC PYRITHIONE,징크피리치온,Zinc Pyrithione,ANTI-SEBORRHEIC;ANTI-SEBUM;HAIR CONDITIONING;PRESERVATIVE,Active,Annex II/1670,
ZINC PHENOLSULFONATE,징크페놀설포네이트,Zinc Phenolsulfonate,ANTIMICROBIAL;ASTRINGENT;DEODORANT,Active,III/25,
ZINC PALMITATE,징크팔미테이트,Zinc Palmitate,DEODORANT,Active,,ban substances that deplete the ozone layer
ZINC CHLORIDE,징크클로라이드,Zinc Chloride,ANTIMICROBIAL;ASTRINGENT;ORAL CARE;SOOTHING,Active,III/24,
ZINC CARBONATE,징크카보네이트,Zinc Carbonate,OPACIFYING,Active,,ban substances that deplete the ozone layer
CI 77947,징크옥사이드,Zinc Oxide,COLORANT,Active,IV/144,
ZINC STEARATE,징크스테아레이트,Zinc Stearate,ANTICAKING;COLORANT;VISCOSITY CONTROLLING;SLIP MODIFIER,Active,IV/150,
ZINC SALICYLATE,징크살리실레이트,Zinc Salicylate,ANTIMICROBIAL,Active,III/24,
ZINC MYRISTATE,징크미리스테이트,Zinc Myristate,ANTICAKING;OPACIFYING;VISCOSITY CONTROLLING,Active,,ban substances that deplete the ozone layer
ZINC RICINOLEATE,징크리시놀리에이트,Zinc Ricinoleate,ANTICAKING;DEODORANT;OPACIFYING,Active,,ban substances that deplete the ozone layer
ZINC GLYCINATE,징크글라이시네이트,Zinc Glycinate,BUFFERING,Active,III/24,ban substances that deplete the ozone layer
ZINC GLUCONATE,징크글루코네이트,Zinc Gluconate,ANTIMICROBIAL;DEODORANT;ORAL CARE;SKIN CONDITIONING,Active,III/24,
NITROGEN,질소,Nitrogen,PROPELLANT,Active,,ban substances that deplete the ozone layer
LITHOSPERMUM OFFICINALE EXTRACT,그롬웰추출물,Lithospermum Officinale Extract,FRAGRANCE;SKIN PROTECTING,Active,,
AMARANTHUS CAUDATUS EXTRACT,줄맨드라미씨추출물,Amaranthus Caudatus Seed Extract,SKIN CONDITIONING,Active,,
EUCALYPTUS RADIATA FLOWER/LEAF/STEM OIL,라디아타유카리꽃/잎/줄기추출물,Eucalyptus Radiata Flower/Leaf/Stem Extract,FRAGRANCE,Active,,ban substances that deplete the ozone layer
HIERACIUM PILOSELLA EXTRACT,알프스민들레추출물,Hieracium Pilosella Extract,FRAGRANCE;SKIN CONDITIONING,Active,,
MENYANTHES TRIFOLIATA LEAF EXTRACT,조름나물잎추출물,Menyanthes Trifoliata Leaf Extract,SKIN CONDITIONING,Active,,
PHASEOLUS VULGARIS SPROUT EXTRACT,강낭콩씨추출물,Phaseolus Vulgaris Seed Extract,ANTIOXIDANT,Active,,
GELLAN GUM,젤란검,Gellan Gum,FILM FORMING;VISCOSITY CONTROLLING,Active,,ban substances that deplete the ozone layer
GELATIN,젤라틴,Gelatin,FILM FORMING;VISCOSITY CONTROLLING,Active,,
ZEIN,제인,Zein,FILM FORMING;HAIR CONDITIONING;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
GERANYL ACETATE,제라닐아세테이트,Geranyl Acetate,TONIC;PERFUMING,Active,III/369,
GERANIOL,제라니올,Geraniol,TONIC;PERFUMING,Active,III/78,
GERANIUM MACULATUM EXTRACT,와일드제라늄추출물,Geranium Maculatum Extract,TONIC,Active,,
AQUA,정제수,Water,SOLVENT,Active,,ban substances that deplete the ozone layer
CI 15620,적색506호,Fast Red S,COLORANT,Active,IV/24,
CI 14700,적색504호,Ponceau SX,COLORANT,Active,"IV/18 ( CI 14700)
II/1341 (Ponceau SX; CI 14700: when used as a substance in hair dye products)",ban substances that deplete the ozone layer
CI 45190,적색401호,Violamine R,COLORANT,Active,"IV/72 (CI 45190)
II/1335 (Acid Violet 9; CI 45190: when used as a substance in hair dye products)",ban substances that deplete the ozone layer
CI 12085,적색228호,Permaton Red,COLORANT,Active,"IV/9 (CI 12085)
II/1345 (Pigment Red 4; CI 12085: and its salts when used as a substance in hair dye products)",
CI 17200,적색227호,Fast Acid Magenta,COLORANT;HAIR DYEING,Active,"IV/37 (CI 17200)
III/254 (Acid Red 33)",
CI 73360,적색226호,Helindone Pink CN,COLORANT,Active,IV/100,
SOLVENT RED 23,적색225호,Sudan III,HAIR DYEING,Active,II/1353 (Solvent Red 23; CI 26100: when used as a substance in hair dye products),
CI 12120,적색221호,Toluidine Red,COLORANT,Active,IV/10,ban substances that deplete the ozone layer
PIGMENT RED 63:1,적색220호,Deep Maroon,HAIR DYEING,Active,II/1349 (Pigment Red 63:1; CI 15880: when used as a substance in hair dye products),
CI 15800,적색219호,Brilliant Lake Red R,COLORANT,Active,"IV/26 (CI 15800)
II/1331 (Pigment Red 64:1; CI 15800: when used as a substance in hair dye products)",
SOLVENT RED 48,적색218호,Tetrachlorotetrabromofluorescein,COLORANT,Active,,
CI 15630,적색205호,Lithol Red,COLORANT,Active,IV/25,
CI 16035,적색40호,Allura Red AC,COLORANT;HAIR DYEING,Active,"IV/32 (CI 16035)
III/191 (Curry Red)",ban substances that deplete the ozone layer
ACID GREEN 1,녹색401호,Naphthol Green B,HAIR DYEING,Active,II/1342 (Acid Green 1; CI 10020: when used as a substance in hair dye products),
ACID RED 18,적색102호,New Coccine,HAIR DYEING,Active,"III/192 (Acid Red 18; Acid Red 18 Aluminum Lake)
IV/35 (CI 16255)",ban substances that deplete the ozone layer
CI 16185,적색2호,Amaranth,COLORANT,Active,"IV/33 (CI 16185)
II/1350 (Acid Red 27; CI 16185: when used as a substance in hair dye products)",
JASMINUM OFFICINALE FLOWER CERA,커먼자스민추출물,Jasminum Officinale (Jasmine) Extract,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CI 59040,녹색204호,Pyranine Conc,COLORANT,Active,"IV/87 (CI 59040)
II/1362 (Solvent Green 7; CI 59040: when used as a substance in hair dye products)",
RHEUM PALMATUM ROOT EXTRACT,장엽대황뿌리추출물,Rheum Palmatum Root Extract,ASTRINGENT;SKIN CONDITIONING;TONIC,Active,,
ROSE FLOWER OIL,장미꽃오일,Rose Flower Oil,FRAGRANCE,Active,,
XANTHAN GUM,잔탄검,Xanthan Gum,BINDING;SURFACTANT - EMULSIFYING;EMULSION STABILISING;GEL FORMING;SKIN CONDITIONING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING,Active,,ban substances that deplete the ozone layer
SOLVENT GREEN 3,녹색202호,Quinizarine Green SS,HAIR DYEING,Active,II/1364,
ECHINACEA PURPUREA CALLUS CULTURE EXTRACT,자주천인국추출물,Echinacea Purpurea Extract,ANTIOXIDANT;HAIR CONDITIONING;SKIN CONDITIONING;SKIN PROTECTING,Active,,
ACID GREEN 25,녹색201호,Alizarine Cyanine Green F,COLORANT,Active,IV/92,
XYLITOL,자일리톨,Xylitol,ANTI-SEBORRHEIC;DEODORANT;HUMECTANT;FLAVOURING;SKIN CONDITIONING - HUMECTANT,Active,,
XYLOSE,자일로오스,Xylose,HUMECTANT;FRAGRANCE;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
XYLOBIOSE,자일로바이오스,Xylobiose,HUMECTANT;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CI 42053,녹색3호,Fast Green FCF,COLORANT,Active,"IV/61 (CI 42053)
II/1357 (Fast Green FCF: when used as a substance in hair dye products)",
MACROCYSTIS PYRIFERA EXTRACT,자이언트켈프추출물,Macrocystis Pyrifera (Kelp) Extract,SKIN CONDITIONING,Active,,
ASTRAGALUS SINICUS EXTRACT,자운영추출물,Astragalus Sinicus Extract,SKIN CONDITIONING,Active,,
ACID VIOLET 43,자색401호,Alizurol Purple,HAIR DYEING,Active,III/291,ban substances that deplete the ozone layer
SOLVENT VIOLET 13,자색201호,Alizurine Purple SS,HAIR DYEING,Active,II/1363,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
CARTHAMUS TINCTORIUS SEED OIL,잇꽃씨오일,Carthamus Tinctorius (Safflower) Seed Oil,FRAGRANCE;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
ILLITE,일라이트,Illite,ABRASIVE;ABSORBENT;ANTICAKING;BULKING,Active,,ban substances that deplete the ozone layer
ANGELICA ACUTILOBA ROOT WATER,왜당귀뿌리추출물,Angelica Acutiloba Root Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LONICERA CAPRIFOLIUM EXTRACT,허니서클꽃추출물,Lonicera Caprifolium (Honeysuckle) Flower Extract,ASTRINGENT;FRAGRANCE,Active,,ban substances that deplete the ozone layer
INDOLE ACETIC ACID,인돌아세틱애씨드,Indole Acetic Acid,SKIN CONDITIONING,Active,,
PTEROCARPUS MARSUPIUM BARK EXTRACT,인도키노나무껍질추출물,Pterocarpus Marsupium Bark Extract,HAIR CONDITIONING,Active,,ban substances that deplete the ozone layer
INDIGOFERA TINCTORIA LEAF EXTRACT,인디고추출물,Indigofera Tinctoria Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
BOSWELLIA SERRATA OIL,보스웰리아오일,Boswellia Serrata Oil,FRAGRANCE;SKIN CONDITIONING,Active,,
ASCOPHYLLUM NODOSUM EXTRACT,노티드랙추출물,Ascophyllum Nodosum Extract,SKIN CONDITIONING,Active,,
ICHTHAMMOL,이크타몰,Ichthammol,ANTIMICROBIAL,Active,,
ISOPROPYL PALMITATE,아이소프로필팔미테이트,Isopropyl Palmitate,BINDING;SKIN CONDITIONING - EMOLLIENT;FRAGRANCE;PERFUMING,Active,,ban substances that deplete the ozone layer
ISOPROPYLPARABEN,아이소프로필파라벤,Isopropylparaben,PRESERVATIVE,Active,II/1374 Commission Regulation (EU) No 358/2014 of 9 April 2014,
ISOPROPYL TITANIUM TRIISOSTEARATE,아이소프로필티타늄트라이아이소스테아레이트,Isopropyl Titanium Triisostearate,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING,Active,,ban substances that deplete the ozone layer
SOLANUM DULCAMARA STEM EXTRACT,노방덩굴줄기추출물,Solanum Dulcamara Stem Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
ISOPROPYL ALCOHOL,아이소프로필알코올,Isopropyl Alcohol,ANTIFOAMING;SOLVENT;VISCOSITY CONTROLLING;PERFUMING,Active,,ban substances that deplete the ozone layer
ISOPROPYL ACETATE,아이소프로필아세테이트,Isopropyl Acetate,SOLVENT,Active,,
ISOPROPYLAMINE DODECYLBENZENESULFONATE,아이소프로필아민도데실벤젠설포네이트,Isopropylamine Dodecylbenzenesulfonate,CLEANSING;SURFACTANT - CLEANSING,Active,III/61,
ISOPROPYL STEARATE,아이소프로필스테아레이트,Isopropyl Stearate,BINDING;SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
